STATEICP,DEGFIELDD,EDUCD,OCC_CODE,INCTOT,SEX,AGE,STATE,EDUCATION_LABEL,DEGFIELDD_NAME
35,2300,114,252030,118000,Female,45,Nebraska,Master's degree,Education
35,6207,101,119021,1003000,Male,32,Nebraska,Bachelor's degree,Educational Psychology
35,2408,114,001721,113000,Male,61,Nebraska,Master's degree,Electrical Engineering
35,2399,101,413021,108200,Female,74,Nebraska,Bachelor's degree,Miscellaneous Education
35,6402,114,192010,155000,Male,57,Nebraska,Master's degree,Human Development
35,6109,116,291122,160950,Female,41,Nebraska,Doctoral degree,Mental Health Services
35,2406,114,001191,514500,Male,48,Nebraska,Master's degree,Civil Engineering
35,6107,101,291141,106000,Female,40,Nebraska,Bachelor's degree,Athletic Training
35,3600,114,151211,114360,Male,33,Nebraska,Master's degree,Chemistry
35,6107,101,291141,140000,Female,31,Nebraska,Bachelor's degree,Athletic Training
35,5200,101,291071,514000,Female,35,Nebraska,Bachelor's degree,Fine Arts
35,6107,101,119111,117000,Female,40,Nebraska,Bachelor's degree,Athletic Training
35,2300,115,119030,106500,Male,38,Nebraska,Professional degree,Education
35,6107,114,002911,125000,Female,48,Nebraska,Master's degree,Athletic Training
35,6107,101,291141,100000,Female,41,Nebraska,Bachelor's degree,Athletic Training
35,2309,116,119030,122000,Female,46,Nebraska,Doctoral degree,Secondary Education
35,6107,101,291141,130000,Female,42,Nebraska,Bachelor's degree,Athletic Training
35,3601,114,119111,118000,Male,34,Nebraska,Master's degree,Geology
35,2412,101,131082,160000,Female,54,Nebraska,Bachelor's degree,Mechanical Engineering
35,6203,114,131070,285000,Male,29,Nebraska,Master's degree,Developmental Psychology
35,6402,114,113021,150000,Male,40,Nebraska,Master's degree,Human Development
35,5901,114,251000,121000,Male,37,Nebraska,Master's degree,Educational Leadership
35,2406,114,172051,115000,Male,36,Nebraska,Master's degree,Civil Engineering
65,2306,114,252020,107554,Male,40,Nevada,Master's degree,Physical and Health Education
65,3600,101,333050,146132,Male,43,Nevada,Bachelor's degree,Chemistry
65,2105,101,391000,130935,Female,36,Nevada,Bachelor's degree,Information Sciences
65,6201,101,132011,175359,Female,57,Nevada,Bachelor's degree,Clinical Psychology
65,5506,115,002310,168345,Male,41,Nevada,Professional degree,International Business
65,2414,101,559830,111061,Male,27,Nevada,Bachelor's degree,Mining Engineering
65,5503,101,001191,146132,Male,32,Nevada,Bachelor's degree,Supply Chain Management
65,5500,101,131161,122751,Female,48,Nevada,Bachelor's degree,Management Information Systems
65,6203,101,113121,116906,Female,43,Nevada,Bachelor's degree,Developmental Psychology
65,2418,114,192099,140287,Male,48,Nevada,Master's degree,Miscellaneous Engineering
65,6402,101,252050,125557,Male,65,Nevada,Bachelor's degree,Human Development
65,6212,114,151212,105215,Male,47,Nevada,Master's degree,Abnormal Psychology
65,6105,101,119111,100072,Female,29,Nevada,Bachelor's degree,Biomedical Sciences
65,6103,101,291141,117841,Female,55,Nevada,Bachelor's degree,Pharmacy Technician
65,6107,101,291141,131285,Female,37,Nevada,Bachelor's degree,Athletic Training
65,5301,101,532010,181204,Male,66,Nevada,Bachelor's degree,Business Administration
65,3600,115,291210,538937,Male,62,Nevada,Professional degree,Chemistry
65,5506,101,433031,216510,Male,47,Nevada,Bachelor's degree,International Business
65,6201,101,419031,116906,Female,50,Nevada,Bachelor's degree,Clinical Psychology
65,5506,114,113121,163668,Male,42,Nevada,Master's degree,International Business
65,6107,114,311122,105215,Female,44,Nevada,Master's degree,Athletic Training
65,6207,101,413091,140287,Male,35,Nevada,Bachelor's degree,Educational Psychology
65,3302,101,112021,116906,Female,35,Nevada,Bachelor's degree,Public Administration
65,1303,114,019204,113399,Male,33,Nevada,Master's degree,Natural Resources Management
65,6204,115,113121,541275,Male,54,Nevada,Professional degree,Cognitive Psychology
65,5301,101,333021,169514,Male,47,Nevada,Bachelor's degree,Business Administration
65,3600,116,291051,146132,Female,32,Nevada,Doctoral degree,Chemistry
65,2300,101,559830,111061,Male,35,Nevada,Bachelor's degree,Education
65,6207,101,001191,173021,Male,45,Nevada,Bachelor's degree,Educational Psychology
65,6211,115,411012,116906,Male,48,Nevada,Professional degree,Counseling Psychology
65,2106,101,131111,128597,Male,37,Nevada,Bachelor's degree,Information Security
65,5098,101,132011,108489,Female,34,Nevada,Bachelor's degree,Miscellaneous Humanities
65,6109,114,519120,100539,Male,37,Nevada,Master's degree,Mental Health Services
65,3607,115,291210,280574,Male,53,Nevada,Professional degree,Materials Science
65,3301,115,113012,125672,Female,64,Nevada,Professional degree,Social Work
65,2102,101,002310,576405,Female,52,Nevada,Bachelor's degree,Computer Science
65,6107,114,291141,106784,Female,46,Nevada,Master's degree,Athletic Training
65,6207,114,319094,287054,Male,23,Nevada,Master's degree,Educational Psychology
65,6107,101,291141,103340,Male,30,Nevada,Bachelor's degree,Athletic Training
65,6207,101,431011,137786,Male,56,Nevada,Bachelor's degree,Educational Psychology
65,2602,101,131023,111377,Male,44,Nevada,Bachelor's degree,Biochemistry
65,6004,114,131161,223902,Female,61,Nevada,Master's degree,Medical Assisting
65,5004,101,019204,122630,Female,35,Nevada,Bachelor's degree,Comparative Literature
65,5202,115,211012,137786,Female,48,Nevada,Professional degree,Graphic Design
65,2300,114,252020,107932,Female,49,Nevada,Master's degree,Education
65,5200,114,113121,110229,Female,34,Nevada,Master's degree,Fine Arts
65,5401,114,431011,109081,Female,42,Nevada,Master's degree,Business
65,3600,101,132011,160750,Male,48,Nevada,Bachelor's degree,Chemistry
65,6200,101,333021,165343,Female,45,Nevada,Bachelor's degree,Psychology
65,3700,101,001191,126304,Male,39,Nevada,Bachelor's degree,Social Sciences
65,5502,114,291071,138934,Female,51,Nevada,Master's degree,Management Science
65,3701,116,131082,155009,Female,53,Nevada,Doctoral degree,Anthropology
65,5301,114,333050,157306,Male,49,Nevada,Master's degree,Business Administration
65,3600,114,339030,129749,Female,44,Nevada,Master's degree,Chemistry
65,5901,101,001191,156158,Male,52,Nevada,Bachelor's degree,Educational Leadership
65,2304,101,119041,109081,Male,28,Nevada,Bachelor's degree,Elementary Education
65,6201,101,151251,109081,Male,64,Nevada,Bachelor's degree,Clinical Psychology
65,5301,101,131070,113214,Male,27,Nevada,Bachelor's degree,Business Administration
65,2100,101,131082,137786,Male,28,Nevada,Bachelor's degree,Computer Science and IT
65,2408,101,452011,137786,Male,66,Nevada,Bachelor's degree,Electrical Engineering
65,6107,101,291141,114822,Female,48,Nevada,Bachelor's degree,Athletic Training
65,6206,116,151241,137786,Male,62,Nevada,Doctoral degree,Organizational Psychology
65,6107,101,291141,103340,Female,33,Nevada,Bachelor's degree,Athletic Training
65,6107,101,291141,114822,Female,41,Nevada,Bachelor's degree,Athletic Training
65,5007,116,001110,576405,Male,53,Nevada,Doctoral degree,Humanities
65,6201,116,002310,127452,Male,64,Nevada,Doctoral degree,Clinical Psychology
65,3600,116,291051,183715,Female,45,Nevada,Doctoral degree,Chemistry
65,5404,114,029112,1063249,Male,34,Nevada,Master's degree,Human Resources
65,6203,115,001110,149268,Male,46,Nevada,Professional degree,Developmental Psychology
65,1501,114,436014,130437,Male,34,Nevada,Master's degree,"Area, Ethnic, and Civilization Studies"
65,1902,114,291071,172233,Female,39,Nevada,Master's degree,Journalism
65,6203,101,339030,169936,Male,43,Nevada,Bachelor's degree,Developmental Psychology
65,6203,101,439061,105636,Female,60,Nevada,Bachelor's degree,Developmental Psychology
65,5200,101,112022,137786,Male,51,Nevada,Bachelor's degree,Fine Arts
65,5200,114,211011,145824,Female,38,Nevada,Master's degree,Fine Arts
65,5506,115,002310,282461,Male,65,Nevada,Professional degree,International Business
65,2102,114,551010,134341,Male,41,Nevada,Master's degree,Computer Science
65,5301,114,119030,107932,Female,53,Nevada,Master's degree,Business Administration
65,6212,115,113031,576405,Male,53,Nevada,Professional degree,Abnormal Psychology
65,6107,115,431011,158454,Female,52,Nevada,Professional degree,Athletic Training
65,6402,101,151212,124237,Male,28,Nevada,Bachelor's degree,Human Development
65,2102,101,151251,160521,Male,51,Nevada,Bachelor's degree,Computer Science
65,3301,114,412031,155009,Female,31,Nevada,Master's degree,Social Work
65,5504,101,131051,117118,Female,46,Nevada,Bachelor's degree,Real Estate
65,2406,101,119021,159602,Male,58,Nevada,Bachelor's degree,Civil Engineering
65,5506,116,002310,114822,Male,64,Nevada,Doctoral degree,International Business
65,5200,101,151230,112525,Female,44,Nevada,Bachelor's degree,Fine Arts
65,5301,101,333012,110229,Male,51,Nevada,Bachelor's degree,Business Administration
65,2001,101,002310,198300,Male,50,Nevada,Bachelor's degree,Communication Technologies
65,6201,101,131070,124645,Male,33,Nevada,Bachelor's degree,Clinical Psychology
65,6107,101,291141,105382,Female,31,Nevada,Bachelor's degree,Athletic Training
65,5901,114,172070,147308,Male,39,Nevada,Master's degree,Educational Leadership
65,6107,114,291141,112068,Female,25,Nevada,Master's degree,Athletic Training
65,4901,101,331011,101983,Male,51,Nevada,Bachelor's degree,Mechanical Engineering
65,3601,115,291210,283285,Male,48,Nevada,Professional degree,Geology
65,1901,101,419020,117053,Male,49,Nevada,Bachelor's degree,Communications
65,2502,114,131082,141643,Male,39,Nevada,Master's degree,Electrical Engineering Tech
65,5200,114,132011,600565,Male,44,Nevada,Master's degree,Fine Arts
65,6107,101,119111,117847,Female,32,Nevada,Bachelor's degree,Athletic Training
65,5404,114,211029,111048,Female,54,Nevada,Master's degree,Human Resources
65,6107,101,291141,135977,Female,35,Nevada,Bachelor's degree,Athletic Training
65,3600,101,151252,135977,Female,29,Nevada,Bachelor's degree,Chemistry
65,6201,101,112022,142776,Male,35,Nevada,Bachelor's degree,Clinical Psychology
65,6203,114,001191,112181,Male,26,Nevada,Master's degree,Developmental Psychology
65,5506,116,002310,113314,Male,36,Nevada,Doctoral degree,International Business
65,6203,101,414010,135977,Male,55,Nevada,Bachelor's degree,Developmental Psychology
65,6206,101,151299,145042,Female,34,Nevada,Bachelor's degree,Organizational Psychology
65,3700,101,151252,258356,Male,26,Nevada,Bachelor's degree,Social Sciences
65,2408,101,001721,112294,Male,55,Nevada,Bachelor's degree,Electrical Engineering
65,2107,114,292035,237960,Female,47,Nevada,Master's degree,Computer Networking
65,5203,114,436014,215297,Female,64,Nevada,Master's degree,Photography
65,5301,101,292043,107648,Male,33,Nevada,Bachelor's degree,Business Administration
65,2307,101,113121,354673,Female,51,Nevada,Bachelor's degree,Early Childhood Education
65,2407,101,151252,147308,Female,43,Nevada,Bachelor's degree,Computer Engineering
65,6299,101,419020,497449,Male,57,Nevada,Bachelor's degree,Miscellaneous Psychology
65,2406,115,172051,112181,Male,57,Nevada,Professional degree,Civil Engineering
65,2300,101,353031,115658,Male,34,Nevada,Bachelor's degree,Education
65,5901,101,532010,178350,Male,38,Nevada,Bachelor's degree,Educational Leadership
65,6207,115,131051,279308,Male,61,Nevada,Professional degree,Educational Psychology
65,6201,101,151299,107010,Female,56,Nevada,Bachelor's degree,Clinical Psychology
65,6402,114,151252,135114,Male,52,Nevada,Master's degree,Human Development
65,2407,114,001721,270228,Male,39,Nevada,Master's degree,Computer Engineering
65,6107,101,001191,130250,Female,25,Nevada,Bachelor's degree,Athletic Training
65,6203,101,131082,113496,Male,40,Nevada,Bachelor's degree,Developmental Psychology
65,6107,101,291141,125386,Female,39,Nevada,Bachelor's degree,Athletic Training
65,3301,114,211011,162137,Female,36,Nevada,Master's degree,Social Work
65,6107,101,291141,103768,Female,33,Nevada,Bachelor's degree,Athletic Training
65,5501,101,001191,496139,Male,36,Nevada,Bachelor's degree,Marketing
65,6206,114,412031,162137,Female,43,Nevada,Master's degree,Organizational Psychology
65,2406,114,172051,108091,Male,32,Nevada,Master's degree,Civil Engineering
65,1101,115,002310,108415,Male,83,Nevada,Professional degree,Agriculture Production and Management
65,2503,101,172141,151328,Male,34,Nevada,Bachelor's degree,Industrial Production Tech
65,3608,115,002310,925261,Female,56,Nevada,Professional degree,Atmospheric Science
65,6200,101,001191,127548,Female,45,Nevada,Bachelor's degree,Psychology
65,5601,101,119021,140519,Male,49,Nevada,Bachelor's degree,Consumer Sciences
65,4002,101,439041,108091,Female,48,Nevada,Bachelor's degree,Political Science
65,3606,115,291210,226991,Male,57,Nevada,Professional degree,Planetary Science
65,6203,114,414010,145923,Female,47,Nevada,Master's degree,Developmental Psychology
65,3700,114,532010,145923,Male,32,Nevada,Master's degree,Social Sciences
65,2100,114,001721,132844,Male,35,Nevada,Master's degree,Computer Science and IT
65,6200,101,131030,129709,Female,42,Nevada,Bachelor's degree,Psychology
65,6203,101,151211,162137,Male,49,Nevada,Bachelor's degree,Developmental Psychology
65,6107,101,132011,108091,Female,48,Nevada,Bachelor's degree,Athletic Training
65,6107,101,291141,190240,Male,59,Nevada,Bachelor's degree,Athletic Training
65,1901,101,002530,150247,Male,51,Nevada,Bachelor's degree,Communications
65,3611,101,273099,162137,Female,24,Nevada,Bachelor's degree,Space Science
65,6201,101,131111,136195,Female,39,Nevada,Bachelor's degree,Clinical Psychology
65,5200,101,131199,129709,Female,38,Nevada,Bachelor's degree,Fine Arts
65,2406,114,551010,151328,Male,45,Nevada,Master's degree,Civil Engineering
65,6206,101,001191,132952,Female,43,Nevada,Bachelor's degree,Organizational Psychology
65,2107,114,001191,140519,Male,41,Nevada,Master's degree,Computer Networking
65,3600,115,291020,174243,Male,67,Nevada,Professional degree,Chemistry
65,2401,101,532010,107010,Male,28,Nevada,Bachelor's degree,Aerospace Engineering
65,6000,101,532010,107226,Female,26,Nevada,Bachelor's degree,Nursing
65,2405,115,192099,129061,Female,60,Nevada,Professional degree,Chemical Engineering
65,6211,101,112022,108091,Male,36,Nevada,Bachelor's degree,Counseling Psychology
65,3600,101,435032,118900,Female,32,Nevada,Bachelor's degree,Chemistry
65,6107,101,291141,148085,Female,48,Nevada,Bachelor's degree,Athletic Training
65,5299,101,119151,123224,Female,58,Nevada,Bachelor's degree,Miscellaneous Fine Arts
65,6107,101,291141,112415,Female,52,Nevada,Bachelor's degree,Athletic Training
65,6200,114,131199,108091,Male,60,Nevada,Master's degree,Psychology
65,6108,116,291051,180512,Female,30,Nevada,Doctoral degree,Therapeutic Sciences
65,2414,101,029203,108091,Male,38,Nevada,Bachelor's degree,Mining Engineering
65,6203,114,001191,129709,Male,36,Nevada,Master's degree,Developmental Psychology
65,6107,101,291141,111550,Female,64,Nevada,Bachelor's degree,Athletic Training
65,3609,115,291210,255095,Female,39,Nevada,Professional degree,Environmental Science
65,6203,114,119021,152000,Male,48,Nevada,Master's degree,Developmental Psychology
65,6207,114,132052,180000,Female,36,Nevada,Master's degree,Educational Psychology
65,1501,114,553010,100000,Male,35,Nevada,Master's degree,"Area, Ethnic, and Civilization Studies"
65,6107,114,291141,129000,Female,28,Nevada,Master's degree,Athletic Training
65,6207,114,111021,150000,Male,42,Nevada,Master's degree,Educational Psychology
65,5007,101,251000,191300,Male,33,Nevada,Bachelor's degree,Humanities
65,2414,101,172141,135100,Male,32,Nevada,Bachelor's degree,Mining Engineering
65,2901,101,001110,126000,Male,36,Nevada,Bachelor's degree,Mathematics
65,2406,114,172051,140000,Female,52,Nevada,Master's degree,Civil Engineering
65,2402,114,112022,100300,Female,47,Nevada,Master's degree,Biological Engineering
65,5501,101,000434,200000,Male,38,Nevada,Bachelor's degree,Marketing
65,6201,101,001110,100000,Male,40,Nevada,Bachelor's degree,Clinical Psychology
65,4101,114,001191,114000,Male,28,Nevada,Master's degree,General Engineering
65,6107,101,291141,212000,Female,34,Nevada,Bachelor's degree,Athletic Training
65,6206,101,434051,100000,Female,52,Nevada,Bachelor's degree,Organizational Psychology
65,6107,101,291141,151700,Female,29,Nevada,Bachelor's degree,Athletic Training
65,6107,101,291141,200000,Male,41,Nevada,Bachelor's degree,Athletic Training
65,5200,101,119070,160000,Male,38,Nevada,Bachelor's degree,Fine Arts
65,2414,101,559830,120000,Male,33,Nevada,Bachelor's degree,Mining Engineering
65,6107,101,292043,100000,Female,30,Nevada,Bachelor's degree,Athletic Training
65,5506,115,002310,200000,Male,31,Nevada,Professional degree,International Business
65,2304,114,499021,110000,Male,51,Nevada,Master's degree,Elementary Education
65,5506,101,113021,270000,Female,36,Nevada,Bachelor's degree,International Business
65,2100,101,291123,120000,Male,42,Nevada,Bachelor's degree,Computer Science and IT
65,6203,101,291123,116100,Male,54,Nevada,Bachelor's degree,Developmental Psychology
65,6210,101,151252,120000,Male,57,Nevada,Bachelor's degree,Social Psychology
65,5200,114,252030,110000,Female,44,Nevada,Master's degree,Fine Arts
65,2304,114,252020,110000,Female,57,Nevada,Master's degree,Elementary Education
65,6200,116,252020,104500,Female,55,Nevada,Doctoral degree,Psychology
65,5901,115,291123,167500,Male,35,Nevada,Professional degree,Educational Leadership
65,6200,101,532010,100000,Male,55,Nevada,Bachelor's degree,Psychology
65,2414,114,111021,344000,Male,45,Nevada,Master's degree,Mining Engineering
65,6102,114,291127,100000,Female,28,Nevada,Master's degree,Dentistry
65,6110,115,001110,147300,Male,73,Nevada,Professional degree,Community Health Services
65,6107,101,291141,145000,Female,40,Nevada,Bachelor's degree,Athletic Training
65,6200,114,132052,496000,Male,48,Nevada,Master's degree,Psychology
65,2408,101,172141,120000,Male,37,Nevada,Bachelor's degree,Electrical Engineering
65,3600,115,151252,496000,Female,28,Nevada,Professional degree,Chemistry
65,1303,101,292034,279000,Male,44,Nevada,Bachelor's degree,Natural Resources Management
65,5004,101,414010,120000,Male,39,Nevada,Bachelor's degree,Comparative Literature
65,5200,115,291210,220000,Female,36,Nevada,Professional degree,Fine Arts
65,3401,101,001191,110000,Male,49,Nevada,Bachelor's degree,Physical Sciences
65,2406,101,172081,103000,Female,31,Nevada,Bachelor's degree,Civil Engineering
65,6107,116,291051,220000,Female,64,Nevada,Doctoral degree,Athletic Training
65,2304,114,119030,100000,Female,44,Nevada,Master's degree,Elementary Education
65,6107,101,291141,258000,Male,45,Nevada,Bachelor's degree,Athletic Training
65,6103,114,151244,118000,Female,28,Nevada,Master's degree,Pharmacy Technician
65,6203,101,412010,172000,Female,30,Nevada,Bachelor's degree,Developmental Psychology
65,6108,114,119111,155100,Female,52,Nevada,Master's degree,Therapeutic Sciences
65,6107,114,001191,150000,Female,39,Nevada,Master's degree,Athletic Training
65,6107,101,291141,120000,Female,27,Nevada,Bachelor's degree,Athletic Training
4,1301,101,151211,163668,Male,42,New Hampshire,Bachelor's degree,Environmental Science
4,5005,101,251000,112464,Female,39,New Hampshire,Bachelor's degree,Philosophy
4,2414,116,499052,128597,Male,53,New Hampshire,Doctoral degree,Mining Engineering
4,6107,114,002911,123920,Male,46,New Hampshire,Master's degree,Athletic Training
4,6107,114,291141,101708,Female,45,New Hampshire,Master's degree,Athletic Training
4,2405,114,414010,234397,Male,64,New Hampshire,Master's degree,Chemical Engineering
4,2304,101,252020,146132,Female,30,New Hampshire,Bachelor's degree,Elementary Education
4,2417,101,001721,144963,Male,28,New Hampshire,Bachelor's degree,Petroleum Engineering
4,6200,101,001520,181204,Male,41,New Hampshire,Bachelor's degree,Psychology
4,2300,114,119030,105215,Female,59,New Hampshire,Master's degree,Education
4,6107,101,291141,137949,Female,59,New Hampshire,Bachelor's degree,Athletic Training
4,6203,101,211093,168345,Female,58,New Hampshire,Bachelor's degree,Developmental Psychology
4,1901,101,151254,123920,Female,32,New Hampshire,Bachelor's degree,Communications
4,1903,101,131070,126258,Female,28,New Hampshire,Bachelor's degree,Mass Media
4,5501,101,251000,104163,Male,32,New Hampshire,Bachelor's degree,Marketing
4,6201,114,001110,185881,Male,55,New Hampshire,Master's degree,Clinical Psychology
4,2408,101,131161,151978,Male,58,New Hampshire,Bachelor's degree,Electrical Engineering
4,3700,101,291051,134442,Female,27,New Hampshire,Bachelor's degree,Social Sciences
4,2406,114,472221,146132,Male,42,New Hampshire,Master's degree,Civil Engineering
4,1902,101,131161,116906,Female,28,New Hampshire,Bachelor's degree,Journalism
4,6107,115,291210,613756,Male,35,New Hampshire,Professional degree,Athletic Training
4,6200,101,112021,163668,Female,40,New Hampshire,Bachelor's degree,Psychology
4,2408,114,001191,212420,Male,45,New Hampshire,Master's degree,Electrical Engineering
4,6107,114,291141,105636,Female,41,New Hampshire,Master's degree,Athletic Training
4,2414,101,192099,346762,Male,24,New Hampshire,Bachelor's degree,Mining Engineering
4,6201,101,132011,453546,Male,70,New Hampshire,Bachelor's degree,Clinical Psychology
4,6100,114,113021,225051,Male,27,New Hampshire,Master's degree,General Medicine
4,5003,114,002911,114822,Female,57,New Hampshire,Master's degree,Foreign Languages
4,6107,114,002911,138934,Female,36,New Hampshire,Master's degree,Athletic Training
4,6102,115,291071,119415,Female,35,New Hampshire,Professional degree,Dentistry
4,5301,101,131030,132045,Male,48,New Hampshire,Bachelor's degree,Business Administration
4,2102,101,151252,155009,Male,54,New Hampshire,Bachelor's degree,Computer Science
4,2413,115,002310,218161,Male,44,New Hampshire,Professional degree,Metallurgical Engineering
4,6203,101,113021,195197,Female,50,New Hampshire,Bachelor's degree,Developmental Psychology
4,5003,116,291210,137786,Female,63,New Hampshire,Doctoral degree,Foreign Languages
4,5301,101,002310,108736,Female,49,New Hampshire,Bachelor's degree,Business Administration
4,6107,101,291141,112525,Female,51,New Hampshire,Bachelor's degree,Athletic Training
4,2417,114,252030,111377,Female,55,New Hampshire,Master's degree,Petroleum Engineering
4,2500,114,331021,139508,Male,46,New Hampshire,Master's degree,Engineering Tech: General
4,3699,101,151252,132045,Male,25,New Hampshire,Bachelor's degree,Misc. Physical Sciences
4,1901,101,131082,141231,Female,39,New Hampshire,Bachelor's degree,Communications
4,6107,114,119111,130897,Female,28,New Hampshire,Master's degree,Athletic Training
4,2414,101,151252,125156,Male,31,New Hampshire,Bachelor's degree,Mining Engineering
4,6203,101,131070,132849,Female,51,New Hampshire,Bachelor's degree,Developmental Psychology
4,3609,115,291210,110229,Male,67,New Hampshire,Professional degree,Environmental Science
4,2312,114,131111,103340,Female,48,New Hampshire,Master's degree,Teacher Education
4,6200,115,002310,229643,Male,56,New Hampshire,Professional degree,Psychology
4,3600,114,001191,175677,Female,32,New Hampshire,Master's degree,Chemistry
4,2409,101,172070,164305,Male,57,New Hampshire,Bachelor's degree,Environmental Engineering
4,4101,101,132051,116713,Female,41,New Hampshire,Bachelor's degree,General Engineering
4,2408,101,172070,105382,Male,50,New Hampshire,Bachelor's degree,Electrical Engineering
4,2102,101,151252,168385,Male,26,New Hampshire,Bachelor's degree,Computer Science
4,6107,116,291123,101983,Female,59,New Hampshire,Doctoral degree,Athletic Training
4,2408,114,151252,147308,Female,38,New Hampshire,Master's degree,Electrical Engineering
4,3603,114,131199,114447,Male,34,New Hampshire,Master's degree,Oceanography
4,5200,114,002911,108782,Female,33,New Hampshire,Master's degree,Fine Arts
4,2502,101,172070,135977,Male,54,New Hampshire,Bachelor's degree,Electrical Engineering Tech
4,6403,101,514041,112748,Male,34,New Hampshire,Bachelor's degree,Social Work
4,6103,101,431011,115580,Female,46,New Hampshire,Bachelor's degree,Pharmacy Technician
4,5007,114,172110,152974,Male,32,New Hampshire,Master's degree,Humanities
4,1301,101,419031,137110,Male,43,New Hampshire,Bachelor's degree,Environmental Science
4,5200,101,131082,157507,Female,42,New Hampshire,Bachelor's degree,Fine Arts
4,5200,114,119030,101983,Female,38,New Hampshire,Master's degree,Fine Arts
4,5301,116,119030,113314,Male,62,New Hampshire,Doctoral degree,Business Administration
4,6103,101,119111,141643,Male,28,New Hampshire,Bachelor's degree,Pharmacy Technician
4,5404,114,002911,103768,Female,54,New Hampshire,Master's degree,Human Resources
4,6200,114,001191,103551,Male,58,New Hampshire,Master's degree,Psychology
4,2407,101,419031,208616,Male,30,New Hampshire,Bachelor's degree,Computer Engineering
4,6200,101,292010,132952,Male,50,New Hampshire,Bachelor's degree,Psychology
4,5404,114,211012,110253,Female,40,New Hampshire,Master's degree,Human Resources
4,6200,114,113012,181593,Male,50,New Hampshire,Master's degree,Psychology
4,6207,114,434041,135114,Female,41,New Hampshire,Master's degree,Educational Psychology
4,6201,114,113012,343730,Female,56,New Hampshire,Master's degree,Clinical Psychology
4,6203,101,113121,114577,Female,39,New Hampshire,Bachelor's degree,Developmental Psychology
4,6203,101,132070,163758,Male,67,New Hampshire,Bachelor's degree,Developmental Psychology
4,2310,116,001110,137276,Female,51,New Hampshire,Doctoral degree,Special Education
4,4101,101,411011,113496,Male,26,New Hampshire,Bachelor's degree,General Engineering
4,2106,101,431011,192402,Male,41,New Hampshire,Bachelor's degree,Information Security
4,5200,114,211012,101606,Female,40,New Hampshire,Master's degree,Fine Arts
4,6203,115,151299,162785,Male,52,New Hampshire,Professional degree,Developmental Psychology
4,6203,101,172011,108091,Male,31,New Hampshire,Bachelor's degree,Developmental Psychology
4,3700,115,001110,162137,Male,53,New Hampshire,Professional degree,Social Sciences
4,2400,114,273043,113496,Female,61,New Hampshire,Master's degree,Engineering
4,2100,101,113021,122143,Male,53,New Hampshire,Bachelor's degree,Computer Science and IT
4,5506,114,151252,237801,Male,38,New Hampshire,Master's degree,International Business
4,3401,101,292034,500462,Female,59,New Hampshire,Bachelor's degree,Physical Sciences
4,3301,114,001110,248610,Female,42,New Hampshire,Master's degree,Social Work
4,3301,114,434181,108091,Male,38,New Hampshire,Master's degree,Social Work
4,4002,114,112021,124305,Female,36,New Hampshire,Master's degree,Political Science
4,5301,101,001191,302655,Male,50,New Hampshire,Bachelor's degree,Business Administration
4,1902,114,131161,156732,Female,47,New Hampshire,Master's degree,Journalism
4,1902,115,001110,163218,Male,53,New Hampshire,Professional degree,Journalism
4,5301,101,292043,115658,Male,30,New Hampshire,Bachelor's degree,Business Administration
4,2102,101,419031,230504,Male,35,New Hampshire,Bachelor's degree,Computer Science
4,2400,101,499051,129709,Male,26,New Hampshire,Bachelor's degree,Engineering
4,3600,101,001191,108091,Male,37,New Hampshire,Bachelor's degree,Chemistry
4,5601,101,533030,391398,Male,45,New Hampshire,Bachelor's degree,Consumer Sciences
4,3700,114,001520,194564,Male,36,New Hampshire,Master's degree,Social Sciences
4,6005,101,113051,171000,Male,40,New Hampshire,Bachelor's degree,Clinical Sciences
4,4901,101,001110,240000,Male,61,New Hampshire,Bachelor's degree,Mechanical Engineering
4,5301,114,251000,110000,Female,36,New Hampshire,Master's degree,Business Administration
4,5301,101,332011,217000,Male,38,New Hampshire,Bachelor's degree,Business Administration
4,6107,101,411012,106000,Female,51,New Hampshire,Bachelor's degree,Athletic Training
4,6107,114,002911,110000,Female,44,New Hampshire,Master's degree,Athletic Training
4,6212,101,151212,104000,Male,33,New Hampshire,Bachelor's degree,Abnormal Psychology
4,6201,114,132011,106400,Female,59,New Hampshire,Master's degree,Clinical Psychology
4,6107,114,291141,125000,Female,26,New Hampshire,Master's degree,Athletic Training
4,6200,101,131041,338000,Female,55,New Hampshire,Bachelor's degree,Psychology
4,6207,101,001191,100000,Male,28,New Hampshire,Bachelor's degree,Educational Psychology
4,6200,116,252020,100000,Female,36,New Hampshire,Doctoral degree,Psychology
4,2599,101,151230,160000,Male,39,New Hampshire,Bachelor's degree,Miscellaneous Engineering Tech
4,2102,115,151212,120000,Male,45,New Hampshire,Professional degree,Computer Science
4,5301,114,333050,120000,Male,35,New Hampshire,Master's degree,Business Administration
4,4007,114,119030,257000,Male,47,New Hampshire,Master's degree,Public Policy
4,5003,116,291210,584000,Male,59,New Hampshire,Doctoral degree,Foreign Languages
4,2407,101,172061,128000,Male,25,New Hampshire,Bachelor's degree,Computer Engineering
4,5501,116,132011,594000,Male,63,New Hampshire,Doctoral degree,Marketing
4,3301,114,411012,110000,Female,48,New Hampshire,Master's degree,Social Work
4,3401,101,392021,120000,Female,29,New Hampshire,Bachelor's degree,Physical Sciences
